Alcohol,Flavanoids,Total_Phenols,Color_Intensity,OD280,Proline,Cluster,Max_Probability,P_Cluster_0,P_Cluster_1,P_Cluster_2
1.5151633170866778,1.0559478118544785,0.8286428366649435,0.2820973052993582,1.8280967533516876,0.982174452380169,1,0.9999999635407005,5.307166919876007e-13,0.9999999635407005,4.6345911336267655e-31
0.20964771450700703,0.749314737168184,0.5894112227323867,-0.3043574883732487,1.0969279200313966,0.9348301150049573,1,0.9999984677179166,1.5229442869361292e-06,0.9999984677179166,2.5999560201424533e-21
0.15894807945537046,1.2399276566662552,0.8286428366649435,0.30071491779690135,0.773526320678191,1.3609291513818629,1,0.9999999948902092,1.5843512008572892e-11,0.9999999948902092,2.0104655060323988e-26
1.692612039767408,1.4954552189048338,2.503264134192843,1.2874483801666847,1.1672326155429635,2.292034453094361,1,0.9999715962353789,6.922777634933669e-27,0.9999715962353789,8.031593454024345e-43
0.26034734955864586,0.6777670197413821,0.8286428366649435,-0.3322839071195631,0.4360637822226725,-0.05940096987448943,1,0.9909039034397588,0.009096074227546989,0.9909039034397588,1.1100795011801356e-14
1.4771385907979482,1.3932441940094022,1.578235226986956,0.7987360521061788,0.3235762694041661,2.197345778343937,1,0.9999999124007758,2.161382403913283e-22,0.9999999124007758,1.919207334955883e-33
1.7179618572932285,0.5040082774191488,0.3501796087998298,0.10057558344831335,1.3500248238730361,1.6923395130083452,1,0.999999946430718,7.0297151850243966e-15,0.999999946430718,5.53216403216877e-25
1.2996898681172178,0.49378717492960544,0.5096673514215346,0.007487520960597867,1.3500248238730361,1.7081209588000825,1,0.9999999783599515,1.0299185111227292e-13,0.9999999783599515,3.5695025595292087e-25
2.275657842861242,0.9741789919381333,0.8286428366649435,0.07730356782638459,0.3235762694041661,0.91904866921322,1,0.999999956505175,4.055757965456016e-13,0.999999956505175,4.128207013166016e-21
1.0461916928590282,1.1479377342603667,1.1157207733840122,1.01749299895231,1.3078420065660958,0.91904866921322,1,0.999999987498815,1.6503550542057149e-15,0.999999987498815,3.9069994590703464e-28
1.3503895031688544,1.3216964765826,1.067874450597501,0.33329573966760184,0.773526320678191,2.386723127844784,1,0.9999999820395633,4.560879425707553e-21,0.9999999820395633,3.514481257027238e-35
1.3757393206946726,0.4120183550132607,-0.128283619065284,-0.0157844946613309,0.2813934520972259,1.6607766214248707,1,0.9999998899928888,5.2209421314381335e-12,0.9999998899928888,6.534638399850266e-16
0.9067676964670255,0.749314737168184,0.5096673514215346,0.26347969280181516,0.39388096491573227,1.7870281877587686,1,0.9999999939144113,2.953927945034001e-14,0.9999999939144113,1.1129860240212721e-21
2.1742585727579664,1.6998772686956962,1.307106064530058,0.17039163031410007,0.15484500017640648,1.2504590308397021,1,0.9999997304406434,8.574889059392887e-16,0.9999997304406434,3.8234160323536594e-30
0.7546687913121136,0.9026312745113314,0.9083867079757963,1.054728223947396,0.3657590867111057,1.7554652961752941,1,0.9999999873042784,2.521425053684588e-18,0.9999999873042784,2.7318882923473636e-23
1.603887678427044,1.1377166317708236,0.8286428366649435,0.5427438802649616,0.0423574873579001,1.6607766214248707,1,0.9999999804077335,3.498964515087381e-17,0.9999999804077335,4.624211780716378e-24
1.0081669665703008,1.4034652964989451,1.067874450597501,0.7289200052403921,-0.0701300254606063,1.1873332476727532,1,0.9999999786024407,1.566350863403686e-14,0.9999999786024407,7.788399053760702e-24
1.464463682035039,1.945183728444732,1.626081549773467,1.7063446613614037,0.2813934520972259,2.9232922847638507,1,0.9998570220451605,8.253942497745785e-34,0.9998570220451605,2.3316026233365217e-43
0.7673437000750227,1.0252845043858487,0.6691550940432395,0.030759536582526635,1.0406841636221433,0.28779083754373,1,0.9999995128108262,4.829312031628569e-07,0.9999995128108262,3.845494374590845e-22
1.2996898681172178,1.168379939239453,1.1476183219083531,0.2867517084237443,1.5328170322031085,0.0826320422511458,1,0.9999999756091347,1.863102014144966e-09,0.9999999756091347,3.976922582299095e-28
-0.13257482209154653,0.39157615003417434,0.2066406404402958,-0.2485046508806194,1.2656591892591562,0.05106915066767131,1,0.8766487183301247,0.12335103813909061,0.8766487183301247,3.0858437444460045e-15
0.8560680614153889,0.8719679670427017,0.5256161256837047,-0.5743128695876234,1.940584266170194,0.8874857776297455,1,0.9999997037922661,1.7784180239434803e-07,0.9999997037922661,2.9208980561801e-28
-0.2339740921948219,0.35069174007600173,0.31828206027548883,-0.5138056289706082,1.4203295193846022,0.8243599944627965,1,0.9979884525034776,0.002011181106617194,0.9979884525034776,3.1389124045745573e-18
0.5898949773942902,0.5959981998250369,0.39802593158634086,-0.7046361570704248,1.6874873623285547,0.28779083754373,1,0.998544975116877,0.0014548389754328254,0.998544975116877,2.1898928203153413e-21
0.45047098100228744,0.9332945819799606,0.9083867079757963,-0.10887255714904638,0.8438310161897579,1.3924920429653374,1,0.999999996646591,1.9105014517833156e-10,0.999999996646591,1.0658698546226528e-24
0.33639680213610296,0.16671189526422506,0.19069186617812495,-0.5044968227218367,0.2110887565856597,1.676558067216608,1,0.9999996206412747,7.746089773431383e-08,0.9999996206412747,1.376473701233191e-13
1.0588666016219375,0.9639578894485904,1.067874450597501,-0.2485046508806194,1.0969279200313966,0.5087310786280516,1,0.9999999103858579,8.495515139394493e-08,0.9999999103858579,5.12034854434187e-24
1.248990233065579,0.3098073301178292,0.5894112227323867,-0.15541658839290393,1.3640857629753491,0.8874857776297455,1,0.9999999540458602,1.5416780101569743e-08,0.9999999540458602,5.218817893670617e-20
0.8814178789412073,1.250148759155798,1.1476183219083531,0.3100237240456731,0.1267231219717799,1.676558067216608,1,0.9999999919465495,7.863489861222402e-15,0.9999999919465495,3.2984679164379217e-26
